"Conduction Band (eV)","vtkValidPointMask","arc_length","x (nm)","y (nm)","z (nm)"
1.1548,0,1,148.98,18.98,0,25.9
1.1538,0,1,149.24,19.24,0,25.9
1.1529,0,1,149.5,19.5,0,25.9
1.152,0,1,149.76,19.76,0,25.9
1.151,0,1,150.02,20.02,0,25.9
1.1501,0,1,150.28,20.28,0,25.9
1.1494,0,1,150.54,20.54,0,25.9
1.1493,0,1,150.8,20.8,0,25.9
1.1491,0,1,151.06,21.06,0,25.9
1.1487,0,1,151.32,21.32,0,25.9
1.148,0,1,151.58,21.58,0,25.9
1.1472,0,1,151.84,21.84,0,25.9
1.1465,0,1,152.1,22.1,0,25.9
1.1457,0,1,152.36,22.36,0,25.9
1.145,0,1,152.62,22.62,0,25.9
1.1443,0,1,152.88,22.88,0,25.9
1.1435,0,1,153.14,23.14,0,25.9
1.1428,0,1,153.4,23.4,0,25.9
1.1421,0,1,153.66,23.66,0,25.9
1.1413,0,1,153.92,23.92,0,25.9
1.1406,0,1,154.18,24.18,0,25.9
1.1399,0,1,154.44,24.44,0,25.9
1.1391,0,1,154.7,24.7,0,25.9
1.1384,0,1,154.96,24.96,0,25.9
1.1377,0,1,155.22,25.22,0,25.9
1.1372,0,1,155.48,25.48,0,25.9
1.1368,0,1,155.74,25.74,0,25.9
1.1364,0,1,156,26,0,25.9
1.136,0,1,156.26,26.26,0,25.9
1.1355,0,1,156.52,26.52,0,25.9
1.1351,0,1,156.78,26.78,0,25.9
1.1347,0,1,157.04,27.04,0,25.9
1.1343,0,1,157.3,27.3,0,25.9
1.1339,0,1,157.56,27.56,0,25.9
1.1336,0,1,157.82,27.82,0,25.9
1.1333,0,1,158.08,28.08,0,25.9
1.1331,0,1,158.34,28.34,0,25.9
1.1328,0,1,158.6,28.6,0,25.9
1.1325,0,1,158.86,28.86,0,25.9
1.1323,0,1,159.12,29.12,0,25.9
1.132,0,1,159.38,29.38,0,25.9
1.1317,0,1,159.64,29.64,0,25.9
1.1315,0,1,159.9,29.9,0,25.9
1.1312,0,1,160.16,30.16,0,25.9
1.1309,0,1,160.42,30.42,0,25.9
1.1306,0,1,160.68,30.68,0,25.9
1.1304,0,1,160.94,30.94,0,25.9
1.1301,0,1,161.2,31.2,0,25.9
1.1298,0,1,161.46,31.46,0,25.9
1.1295,0,1,161.72,31.72,0,25.9
1.1293,0,1,161.98,31.98,0,25.9
1.1291,0,1,162.24,32.24,0,25.9
1.1289,0,1,162.5,32.5,0,25.9
1.1288,0,1,162.76,32.76,0,25.9
1.1286,0,1,163.02,33.02,0,25.9
1.1285,0,1,163.28,33.28,0,25.9
1.1283,0,1,163.54,33.54,0,25.9
1.1282,0,1,163.8,33.8,0,25.9
1.128,0,1,164.06,34.06,0,25.9
1.1279,0,1,164.32,34.32,0,25.9
1.1277,0,1,164.58,34.58,0,25.9
1.1276,0,1,164.84,34.84,0,25.9
1.1274,0,1,165.1,35.1,0,25.9
1.1273,0,1,165.36,35.36,0,25.9
1.1272,0,1,165.62,35.62,0,25.9
1.1271,0,1,165.88,35.88,0,25.9
1.127,0,1,166.14,36.14,0,25.9
1.1269,0,1,166.4,36.4,0,25.9
1.1268,0,1,166.66,36.66,0,25.9
1.1267,0,1,166.92,36.92,0,25.9
1.1266,0,1,167.18,37.18,0,25.9
1.1265,0,1,167.44,37.44,0,25.9
1.1265,0,1,167.7,37.7,0,25.9
1.1264,0,1,167.96,37.96,0,25.9
1.1263,0,1,168.22,38.22,0,25.9
1.1262,0,1,168.48,38.48,0,25.9
1.1261,0,1,168.74,38.74,0,25.9
1.126,0,1,169,39,0,25.9
1.1259,0,1,169.26,39.26,0,25.9
1.1258,0,1,169.52,39.52,0,25.9
1.1258,0,1,169.78,39.78,0,25.9
1.1257,0,1,170.04,40.04,0,25.9
1.1256,0,1,170.3,40.3,0,25.9
1.1256,0,1,170.56,40.56,0,25.9
1.1256,0,1,170.82,40.82,0,25.9
1.1255,0,1,171.08,41.08,0,25.9
1.1255,0,1,171.34,41.34,0,25.9
1.1254,0,1,171.6,41.6,0,25.9
1.1254,0,1,171.86,41.86,0,25.9
1.1253,0,1,172.12,42.12,0,25.9
1.1253,0,1,172.38,42.38,0,25.9
1.1252,0,1,172.64,42.64,0,25.9
1.1252,0,1,172.9,42.9,0,25.9
1.1252,0,1,173.16,43.16,0,25.9
1.1251,0,1,173.42,43.42,0,25.9
1.1251,0,1,173.68,43.68,0,25.9
1.125,0,1,173.94,43.94,0,25.9
1.125,0,1,174.2,44.2,0,25.9
1.1249,0,1,174.46,44.46,0,25.9
1.1249,0,1,174.72,44.72,0,25.9
1.1249,0,1,174.98,44.98,0,25.9
1.1249,0,1,175.24,45.24,0,25.9
1.1248,0,1,175.5,45.5,0,25.9
1.1248,0,1,175.76,45.76,0,25.9
1.1248,0,1,176.02,46.02,0,25.9
1.1248,0,1,176.28,46.28,0,25.9
1.1247,0,1,176.54,46.54,0,25.9
1.1247,0,1,176.8,46.8,0,25.9
1.1247,0,1,177.06,47.06,0,25.9
1.1247,0,1,177.32,47.32,0,25.9
1.1246,0,1,177.58,47.58,0,25.9
1.1246,0,1,177.84,47.84,0,25.9
1.1246,0,1,178.1,48.1,0,25.9
1.1246,0,1,178.36,48.36,0,25.9
1.1245,0,1,178.62,48.62,0,25.9
1.1245,0,1,178.88,48.88,0,25.9
1.1245,0,1,179.14,49.14,0,25.9
1.1245,0,1,179.4,49.4,0,25.9
1.1245,0,1,179.66,49.66,0,25.9
1.1245,0,1,179.92,49.92,0,25.9
1.1245,0,1,180.18,50.18,0,25.9
1.1245,0,1,180.44,50.44,0,25.9
1.1245,0,1,180.7,50.7,0,25.9
1.1245,0,1,180.96,50.96,0,25.9
1.1245,0,1,181.22,51.22,0,25.9
1.1245,0,1,181.48,51.48,0,25.9
1.1245,0,1,181.74,51.74,0,25.9
1.1245,0,1,182,52,0,25.9
1.1245,0,1,182.26,52.26,0,25.9
1.1244,0,1,182.52,52.52,0,25.9
1.1244,0,1,182.78,52.78,0,25.9
1.1244,0,1,183.04,53.04,0,25.9
1.1245,0,1,183.3,53.3,0,25.9
1.1245,0,1,183.56,53.56,0,25.9
1.1245,0,1,183.82,53.82,0,25.9
1.1245,0,1,184.08,54.08,0,25.9
1.1245,0,1,184.34,54.34,0,25.9
1.1245,0,1,184.6,54.6,0,25.9
1.1245,0,1,184.86,54.86,0,25.9
1.1245,0,1,185.12,55.12,0,25.9
1.1245,0,1,185.38,55.38,0,25.9
1.1245,0,1,185.64,55.64,0,25.9
1.1246,0,1,185.9,55.9,0,25.9
1.1246,0,1,186.16,56.16,0,25.9
1.1246,0,1,186.42,56.42,0,25.9
1.1246,0,1,186.68,56.68,0,25.9
1.1246,0,1,186.94,56.94,0,25.9
1.1246,0,1,187.2,57.2,0,25.9
1.1246,0,1,187.46,57.46,0,25.9
1.1247,0,1,187.72,57.72,0,25.9
1.1247,0,1,187.98,57.98,0,25.9
1.1247,0,1,188.24,58.24,0,25.9
1.1248,0,1,188.5,58.5,0,25.9
1.1248,0,1,188.76,58.76,0,25.9
1.1249,0,1,189.02,59.02,0,25.9
1.1249,0,1,189.28,59.28,0,25.9
1.1249,0,1,189.54,59.54,0,25.9
1.125,0,1,189.8,59.8,0,25.9
1.125,0,1,190.06,60.06,0,25.9
1.1251,0,1,190.32,60.32,0,25.9
1.1251,0,1,190.58,60.58,0,25.9
1.1251,0,1,190.84,60.84,0,25.9
1.1252,0,1,191.1,61.1,0,25.9
1.1252,0,1,191.36,61.36,0,25.9
1.1253,0,1,191.62,61.62,0,25.9
1.1253,0,1,191.88,61.88,0,25.9
1.1254,0,1,192.14,62.14,0,25.9
1.1255,0,1,192.4,62.4,0,25.9
1.1255,0,1,192.66,62.66,0,25.9
1.1256,0,1,192.92,62.92,0,25.9
1.1257,0,1,193.18,63.18,0,25.9
1.1258,0,1,193.44,63.44,0,25.9
1.1258,0,1,193.7,63.7,0,25.9
1.1259,0,1,193.96,63.96,0,25.9
1.126,0,1,194.22,64.22,0,25.9
1.1261,0,1,194.48,64.48,0,25.9
1.1262,0,1,194.74,64.74,0,25.9
1.1262,0,1,195,65,0,25.9
1.1263,0,1,195.26,65.26,0,25.9
1.1264,0,1,195.52,65.52,0,25.9
1.1265,0,1,195.78,65.78,0,25.9
1.1266,0,1,196.04,66.04,0,25.9
1.1267,0,1,196.3,66.3,0,25.9
1.1267,0,1,196.56,66.56,0,25.9
1.1268,0,1,196.82,66.82,0,25.9
1.1269,0,1,197.08,67.08,0,25.9
1.127,0,1,197.34,67.34,0,25.9
1.1271,0,1,197.6,67.6,0,25.9
1.1272,0,1,197.86,67.86,0,25.9
1.1273,0,1,198.12,68.12,0,25.9
1.1274,0,1,198.38,68.38,0,25.9
1.1274,0,1,198.64,68.64,0,25.9
1.1275,0,1,198.9,68.9,0,25.9
1.1276,0,1,199.16,69.16,0,25.9
1.1277,0,1,199.42,69.42,0,25.9
1.1278,0,1,199.68,69.68,0,25.9
1.1279,0,1,199.94,69.94,0,25.9
1.1279,0,1,200.2,70.2,0,25.9
1.1281,0,1,200.46,70.46,0,25.9
1.1283,0,1,200.72,70.72,0,25.9
1.1285,0,1,200.98,70.98,0,25.9
1.1287,0,1,201.24,71.24,0,25.9
1.129,0,1,201.5,71.5,0,25.9
1.1292,0,1,201.76,71.76,0,25.9
1.1294,0,1,202.02,72.02,0,25.9
1.1296,0,1,202.28,72.28,0,25.9
1.1298,0,1,202.54,72.54,0,25.9
1.1301,0,1,202.8,72.8,0,25.9
1.1303,0,1,203.06,73.06,0,25.9
1.1305,0,1,203.32,73.32,0,25.9
1.1307,0,1,203.58,73.58,0,25.9
1.131,0,1,203.84,73.84,0,25.9
1.1312,0,1,204.1,74.1,0,25.9
1.1314,0,1,204.36,74.36,0,25.9
1.1317,0,1,204.62,74.62,0,25.9
1.1319,0,1,204.88,74.88,0,25.9
1.1322,0,1,205.14,75.14,0,25.9
1.1326,0,1,205.4,75.4,0,25.9
1.1329,0,1,205.66,75.66,0,25.9
1.1333,0,1,205.92,75.92,0,25.9
1.1337,0,1,206.18,76.18,0,25.9
1.1341,0,1,206.44,76.44,0,25.9
1.1344,0,1,206.7,76.7,0,25.9
1.1348,0,1,206.96,76.96,0,25.9
1.1352,0,1,207.22,77.22,0,25.9
1.1356,0,1,207.48,77.48,0,25.9
1.1359,0,1,207.74,77.74,0,25.9
1.1363,0,1,208,78,0,25.9
1.1367,0,1,208.26,78.26,0,25.9
1.1371,0,1,208.52,78.52,0,25.9
1.1376,0,1,208.78,78.78,0,25.9
1.1384,0,1,209.04,79.04,0,25.9
1.1391,0,1,209.3,79.3,0,25.9
1.1399,0,1,209.56,79.56,0,25.9
1.1406,0,1,209.82,79.82,0,25.9
1.1414,0,1,210.08,80.08,0,25.9
1.1422,0,1,210.34,80.34,0,25.9
1.1429,0,1,210.6,80.6,0,25.9
1.1437,0,1,210.86,80.86,0,25.9
1.1445,0,1,211.12,81.12,0,25.9
1.1452,0,1,211.38,81.38,0,25.9
1.146,0,1,211.64,81.64,0,25.9
1.1468,0,1,211.9,81.9,0,25.9
1.1475,0,1,212.16,82.16,0,25.9
1.1481,0,1,212.42,82.42,0,25.9
1.1488,0,1,212.68,82.68,0,25.9
1.1494,0,1,212.94,82.94,0,25.9
1.1496,0,1,213.2,83.2,0,25.9
1.1498,0,1,213.46,83.46,0,25.9
1.1505,0,1,213.72,83.72,0,25.9
1.1512,0,1,213.98,83.98,0,25.9
1.1521,0,1,214.24,84.24,0,25.9
1.153,0,1,214.5,84.5,0,25.9
1.1539,0,1,214.76,84.76,0,25.9
1.1548,0,1,215.02,85.02,0,25.9
1.1557,0,1,215.28,85.28,0,25.9
1.1566,0,1,215.54,85.54,0,25.9
1.1575,0,1,215.8,85.8,0,25.9
1.1584,0,1,216.06,86.06,0,25.9
1.1593,0,1,216.32,86.32,0,25.9
1.1602,0,1,216.58,86.58,0,25.9
1.1611,0,1,216.84,86.84,0,25.9
1.162,0,1,217.1,87.1,0,25.9
1.1629,0,1,217.36,87.36,0,25.9
1.1638,0,1,217.62,87.62,0,25.9
1.1647,0,1,217.88,87.88,0,25.9
1.1667,0,1,218.14,88.14,0,25.9
1.1707,0,1,218.4,88.4,0,25.9
1.1748,0,1,218.66,88.66,0,25.9
1.1788,0,1,218.92,88.92,0,25.9
1.1828,0,1,219.18,89.18,0,25.9
1.1869,0,1,219.44,89.44,0,25.9
1.1909,0,1,219.7,89.7,0,25.9
1.1949,0,1,219.96,89.96,0,25.9
1.1989,0,1,220.22,90.22,0,25.9
1.203,0,1,220.48,90.48,0,25.9
1.207,0,1,220.74,90.74,0,25.9
1.211,0,1,221,91,0,25.9
1.2151,0,1,221.26,91.26,0,25.9
1.2191,0,1,221.52,91.52,0,25.9
1.2231,0,1,221.78,91.78,0,25.9
1.2272,0,1,222.04,92.04,0,25.9
1.2314,0,1,222.3,92.3,0,25.9
1.2351,0,1,222.56,92.56,0,25.9
1.2373,0,1,222.82,92.82,0,25.9
1.2388,0,1,223.08,93.08,0,25.9
1.2388,0,1,223.34,93.34,0,25.9
1.2401,0,1,223.6,93.6,0,25.9
1.2421,0,1,223.86,93.86,0,25.9
1.2441,0,1,224.12,94.12,0,25.9
1.2462,0,1,224.38,94.38,0,25.9
1.2482,0,1,224.64,94.64,0,25.9
1.2502,0,1,224.9,94.9,0,25.9
1.2522,0,1,225.16,95.16,0,25.9
1.2542,0,1,225.42,95.42,0,25.9
1.2563,0,1,225.68,95.68,0,25.9
1.2583,0,1,225.94,95.94,0,25.9
1.2603,0,1,226.2,96.2,0,25.9
1.2623,0,1,226.46,96.46,0,25.9
1.2643,0,1,226.72,96.72,0,25.9
1.2664,0,1,226.98,96.98,0,25.9
1.2684,0,1,227.24,97.24,0,25.9
1.2691,0,1,227.5,97.5,0,25.9
1.2689,0,1,227.76,97.76,0,25.9
1.2688,0,1,228.02,98.02,0,25.9
1.2687,0,1,228.28,98.28,0,25.9
1.2686,0,1,228.54,98.54,0,25.9
1.2684,0,1,228.8,98.8,0,25.9
1.2683,0,1,229.06,99.06,0,25.9
1.2682,0,1,229.32,99.32,0,25.9
1.2681,0,1,229.58,99.58,0,25.9
1.2679,0,1,229.84,99.84,0,25.9
1.2678,0,1,230.1,100.1,0,25.9
1.2677,0,1,230.36,100.36,0,25.9
1.2676,0,1,230.62,100.62,0,25.9
1.2675,0,1,230.88,100.88,0,25.9
1.2676,0,1,231.14,101.14,0,25.9
1.2677,0,1,231.4,101.4,0,25.9
1.2678,0,1,231.66,101.66,0,25.9
1.2675,0,1,231.92,101.92,0,25.9
1.2671,0,1,232.18,102.18,0,25.9
1.2666,0,1,232.44,102.44,0,25.9
1.2669,0,1,232.7,102.7,0,25.9
1.2673,0,1,232.96,102.96,0,25.9
1.2676,0,1,233.22,103.22,0,25.9
1.2679,0,1,233.48,103.48,0,25.9
1.2682,0,1,233.74,103.74,0,25.9
1.2685,0,1,234,104,0,25.9
1.2688,0,1,234.26,104.26,0,25.9
1.2691,0,1,234.52,104.52,0,25.9
1.2694,0,1,234.78,104.78,0,25.9
1.2697,0,1,235.04,105.04,0,25.9
1.27,0,1,235.3,105.3,0,25.9
1.2703,0,1,235.56,105.56,0,25.9
1.2702,0,1,235.82,105.82,0,25.9
1.27,0,1,236.08,106.08,0,25.9
1.2698,0,1,236.34,106.34,0,25.9
1.2697,0,1,236.6,106.6,0,25.9
1.2695,0,1,236.86,106.86,0,25.9
1.2693,0,1,237.12,107.12,0,25.9
1.2691,0,1,237.38,107.38,0,25.9
1.2689,0,1,237.64,107.64,0,25.9
1.269,0,1,237.9,107.9,0,25.9
1.2695,0,1,238.16,108.16,0,25.9
1.2697,0,1,238.42,108.42,0,25.9
1.2692,0,1,238.68,108.68,0,25.9
1.2688,0,1,238.94,108.94,0,25.9
1.2689,0,1,239.2,109.2,0,25.9
1.2691,0,1,239.46,109.46,0,25.9
1.2692,0,1,239.72,109.72,0,25.9
1.2694,0,1,239.98,109.98,0,25.9
1.2695,0,1,240.24,110.24,0,25.9
1.2696,0,1,240.5,110.5,0,25.9
1.2698,0,1,240.76,110.76,0,25.9
1.2699,0,1,241.02,111.02,0,25.9
1.2691,0,1,241.28,111.28,0,25.9
1.268,0,1,241.54,111.54,0,25.9
1.2669,0,1,241.8,111.8,0,25.9
1.2658,0,1,242.06,112.06,0,25.9
1.2647,0,1,242.32,112.32,0,25.9
1.2636,0,1,242.58,112.58,0,25.9
1.2625,0,1,242.84,112.84,0,25.9
1.2614,0,1,243.1,113.1,0,25.9
1.2603,0,1,243.36,113.36,0,25.9
1.2592,0,1,243.62,113.62,0,25.9
1.2581,0,1,243.88,113.88,0,25.9
1.2571,0,1,244.14,114.14,0,25.9
1.2563,0,1,244.4,114.4,0,25.9
1.2563,0,1,244.66,114.66,0,25.9
1.2587,0,1,244.92,114.92,0,25.9
1.2593,1.25,1,245.18,115.18,0,25.9
1.2593,1.25,1,245.44,115.44,0,25.9
1.2577,1.25,1,245.7,115.7,0,25.9
1.2557,1.25,1,245.96,115.96,0,25.9
1.2537,1.25,1,246.22,116.22,0,25.9
1.2518,1.25,1,246.48,116.48,0,25.9
1.2498,1.25,1,246.74,116.74,0,25.9
1.2478,1.25,1,247,117,0,25.9
1.2459,1.25,1,247.26,117.26,0,25.9
1.2439,1.25,1,247.52,117.52,0,25.9
1.242,1.25,1,247.78,117.78,0,25.9
1.24,1.25,1,248.04,118.04,0,25.9
1.238,1.25,1,248.3,118.3,0,25.9
1.2361,1.25,1,248.56,118.56,0,25.9
1.2341,1.25,1,248.82,118.82,0,25.9
1.2322,1.25,1,249.08,119.08,0,25.9
1.2302,1.25,1,249.34,119.34,0,25.9
1.2282,1.25,1,249.6,119.6,0,25.9
1.2263,1.25,1,249.86,119.86,0,25.9
1.2251,1.25,1,250.12,120.12,0,25.9
1.2244,1.25,1,250.38,120.38,0,25.9
1.2237,1.25,1,250.64,120.64,0,25.9
1.223,1.25,1,250.9,120.9,0,25.9
1.2223,1.25,1,251.16,121.16,0,25.9
1.2215,1.25,1,251.42,121.42,0,25.9
1.2208,1.25,1,251.68,121.68,0,25.9
1.2201,1.25,1,251.94,121.94,0,25.9
1.2194,1.25,1,252.2,122.2,0,25.9
1.2187,1.25,1,252.46,122.46,0,25.9
1.218,1.25,1,252.72,122.72,0,25.9
1.2173,1.25,1,252.98,122.98,0,25.9
1.2166,1.25,1,253.24,123.24,0,25.9
1.2159,1.25,1,253.5,123.5,0,25.9
1.2152,1.25,1,253.76,123.76,0,25.9
1.2145,1.25,1,254.02,124.02,0,25.9
1.2138,1.25,1,254.28,124.28,0,25.9
1.2133,1.25,1,254.54,124.54,0,25.9
1.2132,1.25,1,254.8,124.8,0,25.9
1.2132,1.25,1,255.06,125.06,0,25.9
1.2133,1.25,1,255.32,125.32,0,25.9
1.2132,1.25,1,255.58,125.58,0,25.9
1.2132,1.25,1,255.84,125.84,0,25.9
1.2132,1.25,1,256.1,126.1,0,25.9
1.2131,1.25,1,256.36,126.36,0,25.9
1.2131,1.25,1,256.62,126.62,0,25.9
1.2131,1.25,1,256.88,126.88,0,25.9
1.213,1.25,1,257.14,127.14,0,25.9
1.213,1.25,1,257.4,127.4,0,25.9
1.213,1.25,1,257.66,127.66,0,25.9
1.2129,1.25,1,257.92,127.92,0,25.9
1.2129,1.25,1,258.18,128.18,0,25.9
1.2128,1.25,1,258.44,128.44,0,25.9
1.2128,1.25,1,258.7,128.7,0,25.9
1.2128,1.25,1,258.96,128.96,0,25.9
1.2127,1.25,1,259.22,129.22,0,25.9
1.2127,1.25,1,259.48,129.48,0,25.9
1.2127,1.25,1,259.74,129.74,0,25.9
1.2128,1.25,1,260,130,0,25.9
